0	45
3	1
5	1
9	1
10	3
12	5
13	2
14	4
15	7
16	6
17	3
18	2
19	1
20	7
21	4
22	7
23	5
24	8
25	11
26	5
27	3
28	12
29	5
30	6
31	5
32	8
33	9
34	2
35	7
36	13
37	5
38	7
39	2
40	8
41	10
42	14
43	5
44	8
45	6
46	7
47	12
48	2
50	8
51	4
52	7
53	3
54	6
55	4
56	1
57	9
58	1
60	2
61	9
62	1
63	9
66	1
67	1
68	4
70	2
72	4
73	7
75	1
76	1
77	6
78	2
79	1
81	1
83	3
84	2
85	1
88	5
89	2
94	4
100	1
