0	366
1	1
2	9
3	12
4	60
5	17
6	41
7	62
8	91
9	69
10	67
11	70
12	79
13	51
14	49
15	45
16	43
17	30
18	25
19	21
20	8
21	3
22	5
23	2
24	2
25	1
27	1
29	1
